Month,State,Total_Claims_Received,Individual_Claims,Community_Claims,Claims_Recommended_SDLC,Claims_Recommended_DLC,Approved_Claims,Pending_Claims,Rejected_Claims,Titles_Distributed,Pending_Rate,Approval_Rate,Rejection_Rate,Disposal_Rate,Workflow_Bottleneck_Rate,SDLC_Dropoff_Rate,DLC_Dropoff_Rate,Rejection_Anomaly_Score,Pending_Backlog_Growth,Individual_vs_Community_Imbalance,Data_Inconsistency_Flag,Risk_Score,Risk_Level
2025-03,Tripura,200721,200557,164,153257,136437,131793,80,68848,128032,0.00039856317973704794,0.6565979643385595,0.3430034724817035,0.9996014368202629,0.028537175722534582,0.23646753453799055,0.10975028873069419,-0.24171208906341254,0.0,1215.4969696969697,0,12.7,Low
2025-03,Uttar Pradesh,94166,92972,1194,83646,23479,18910,4520,70736,23430,0.04800033982541469,0.20081558099526367,0.7511840791793216,0.9519996601745853,0.0,0.11171760508038996,0.7193051670133659,1.020802342466566,0.0,77.80083682008369,1,36.66,Medium
2025-03,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.027702905061395628,0.0,0.9722970949386044,0.9722970949386044,0.0,1.0,0.0,1.7047113004490104,0.0,1.160090556274256,1,55.0,High
2025-03,West Bengal,142081,131962,10119,52610,51897,45130,364,96587,45130,0.0025619189054131093,0.3176357148387188,0.6798023662558681,0.9974380810945869,0.0,0.629718259302792,0.013552556548184757,0.800016638211019,0.0,13.039723320158103,0,26.5,Low
2025-04,Andhra Pradesh,288392,285098,3294,267889,246960,228473,1509,58410,228473,0.005232461372021415,0.7922307137507282,0.20253682487725042,0.9947675386279786,0.0,0.07109420510971177,0.07812564159036019,-0.6761501807800349,0.007343124165554072,86.52443095599394,0,6.26,Low
2025-04,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3025960729224315,0.0,24.63452951876964,1,55.0,High
2025-04,Bihar,4696,4696,0,4696,4696,200,0,4496,191,0.0,0.04258943781942078,0.9574105621805792,1.0,0.045,0.0,0.0,1.6586723983062495,0.0,4696.0,0,24.84,Low
2025-04,Chhattisgarh,947479,890220,57259,843086,841839,534521,6171,406787,534068,0.0065130731129660925,0.564150762180481,0.42933616470655284,0.9934869268870339,0.0008474877507151263,0.11017975068576717,0.0014790899149078505,0.025339609349644156,0.0,15.54697869367796,0,12.57,Low
2025-04,Goa,10136,9757,379,4660,2742,2098,7859,179,871,0.7753551696921863,0.2069850039463299,0.01765982636148382,0.22464483030781374,0.5848427073403241,0.5402525651144435,0.41158798283261805,-1.2479742742109905,0.0,25.676315789473684,0,39.63,Medium
2025-04,Gujarat,190056,182869,7187,186192,119410,103503,84222,2331,103503,0.4431430736204066,0.5445921202171992,0.012264806162394242,0.5568569263795934,0.0,0.020330849854779644,0.35867276789550573,-1.2646610581762927,0.0,25.440873678352812,0,11.69,Low
2025-04,Himachal Pradesh,5566,4883,683,2861,1465,808,4704,54,808,0.8451311534315487,0.14516708587854832,0.009701760689902982,0.15486884656845132,0.0,0.48598634567014015,0.4879412792729815,-1.2725885514042004,0.0,7.138888888888889,0,28.66,Low
2025-04,Jammu & Kashmir,46090,33233,12857,0,0,4505,1661,39924,6020,0.0360381861575179,0.09774354523757865,0.8662182686049035,0.9639618138424821,0.0,1.0,0.0,1.3766148626450287,0.0,2.5846165811168142,1,52.56,Medium
2025-04,Jharkhand,110756,107032,3724,71636,65731,62051,20598,28107,61970,0.18597638051211673,0.560249557586045,0.25377406190183827,0.8140236194878833,0.001305377834362057,0.353208855502185,0.08243062147523592,-0.5176735349738596,0.0,28.733422818791947,0,16.32,Low
2025-04,Karnataka,294489,288549,5940,113013,17577,16326,24894,253269,16326,0.0845328687998533,0.05543840347177653,0.8600287277283701,0.9154671312001467,0.0,0.6162403349530883,0.8444692203551803,1.3574706282140716,0.0,48.569096111765695,0,32.86,Medium
2025-04,Kerala,45469,44455,1014,40480,30801,29851,2624,12994,29481,0.057709648331830475,0.6565132287932437,0.2857771228749258,0.9422903516681695,0.012394894643395531,0.10972310805163958,0.23910573122529644,-0.41868814752778033,0.008842752787389465,43.79802955665025,0,10.48,Low
2025-04,Madhya Pradesh,627513,585326,42187,627513,627513,305106,0,322407,294877,0.0,0.4862146282228416,0.5137853717771584,1.0,0.03352605324051313,0.0,0.0,0.2865407953370608,0.0,13.874229638759838,0,13.52,Low
2025-04,Maharashtra,409156,397897,11259,374165,174066,208681,27844,172631,208335,0.06805228323671167,0.5100279599956985,0.42191975676758986,0.9319477167632884,0.0016580330744054323,0.0855199483815464,0.534788128232197,0.0024006781669747347,0.0,35.33721136767318,0,13.57,Low
2025-04,Odisha,724392,691948,32444,576206,494969,479359,100397,144636,470251,0.13859484919767198,0.661739776253741,0.19966537454858696,0.861405150802328,0.019000373415331725,0.20456603606886878,0.14098603624398218,-0.6850315694557602,0.0,21.326799198643858,0,11.91,Low
2025-04,Rajasthan,118375,113162,5213,76333,63849,51766,688,65921,51766,0.005812038014783527,0.4373051742344245,0.556882787750792,0.9941879619852165,0.0,0.3551594508975713,0.16354656570552709,0.4198409950167853,0.0,21.70349060222478,0,19.39,Low
2025-04,Tamil Nadu,34667,33119,1548,27582,16972,16568,5388,12711,16508,0.1554215824847838,0.477918481553062,0.36665993596215424,0.8445784175152162,0.0036214389183969096,0.20437303487466466,0.38467116235225873,-0.1685178091998054,0.0,21.38089089735313,0,16.19,Low
2025-04,Telangana,655249,651822,3427,231456,231456,231456,329367,94426,231456,0.5026592944056382,0.35323365621313424,0.1441070493812276,0.49734070559436183,0.0,0.6467663437868657,0.0,-0.8568733300664407,0.0,190.14644107351225,0,25.87,Low
2025-04,Tripura,200721,200557,164,153257,136437,131793,80,68848,128032,0.00039856317973704794,0.6565979643385595,0.3430034724817035,0.9996014368202629,0.028537175722534582,0.23646753453799055,0.10975028873069419,-0.2416871915031298,0.0,1215.4969696969697,0,12.7,Low
2025-04,Uttar Pradesh,94166,92972,1194,83646,23479,18910,4520,70736,23430,0.04800033982541469,0.20081558099526367,0.7511840791793216,0.9519996601745853,0.0,0.11171760508038996,0.7193051670133659,1.020814402826127,0.0,77.80083682008369,1,36.66,Medium
2025-04,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.027702905061395628,0.0,0.9722970949386044,0.9722970949386044,0.0,1.0,0.0,1.7047164068472147,0.0,1.160090556274256,1,55.0,High
2025-04,West Bengal,142081,131962,10119,52610,51897,45130,364,96587,45130,0.0025619189054131093,0.3176357148387188,0.6798023662558681,0.9974380810945869,0.0,0.629718259302792,0.013552556548184757,0.8000309435115733,0.0,13.039723320158103,0,26.5,Low
2025-05,Andhra Pradesh,288392,285098,3294,267889,246960,228473,1509,58410,228473,0.005232461372021415,0.7922307137507282,0.20253682487725042,0.9947675386279786,0.0,0.07109420510971177,0.07812564159036019,-0.6820425120525493,0.0,86.52443095599394,0,6.26,Low
2025-05,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3112425253704236,0.0,24.63452951876964,1,55.0,High
2025-05,Bihar,4696,4696,0,4696,4696,200,0,4496,191,0.0,0.04258943781942078,0.9574105621805792,1.0,0.045,0.0,0.0,1.6630449348965504,0.0,4696.0,0,24.84,Low
2025-05,Chhattisgarh,947479,890220,57259,843086,841839,534521,6171,406787,534068,0.0065130731129660925,0.564150762180481,0.42933616470655284,0.9934869268870339,0.0008474877507151263,0.11017975068576717,0.0014790899149078505,0.022531323977359484,0.0,15.54697869367796,0,12.57,Low
2025-05,Goa,10136,9757,379,4863,3423,2161,7528,447,871,0.7426992896606156,0.21320047355958957,0.04410023677979479,0.2573007103393844,0.5969458583988894,0.5202249408050513,0.2961135101789019,-1.1742409228915403,-0.04211731772490139,25.676315789473684,0,39.41,Medium
2025-05,Gujarat,190242,183055,7187,186192,119410,103524,84387,2331,103524,0.4435771280789731,0.5441700570851863,0.012252814835840667,0.5564228719210269,0.0,0.02128867442520579,0.35867276789550573,-1.273177984452668,0.0019591080715252547,25.466750139120755,0,11.72,Low
2025-05,Himachal Pradesh,5566,4883,683,2861,1465,808,4704,54,808,0.8451311534315487,0.14516708587854832,0.009701760689902982,0.15486884656845132,0.0,0.48598634567014015,0.4879412792729815,-1.281103078092165,0.0,7.138888888888889,0,28.66,Low
2025-05,Jammu & Kashmir,46090,33233,12857,0,0,4505,1661,39924,6020,0.0360381861575179,0.09774354523757865,0.8662182686049035,0.9639618138424821,0.0,1.0,0.0,1.3797473549770598,0.0,2.5846165811168142,1,52.56,Medium
2025-05,Jharkhand,110756,107032,3724,71636,65731,62051,20598,28107,61970,0.18597638051211673,0.560249557586045,0.25377406190183827,0.8140236194878833,0.001305377834362057,0.353208855502185,0.08243062147523592,-0.522869135863897,0.0,28.733422818791947,0,16.32,Low
2025-05,Karnataka,294489,288549,5940,113013,17577,16326,24894,253269,16326,0.0845328687998533,0.05543840347177653,0.8600287277283701,0.9154671312001467,0.0,0.6162403349530883,0.8444692203551803,1.3605189543920966,0.0,48.569096111765695,0,32.86,Medium
2025-05,Kerala,45469,44455,1014,40503,31047,30099,2535,12835,29704,0.05575227077789263,0.6619674943368009,0.28228023488530646,0.9442477292221074,0.013123359580052493,0.1092172689084871,0.23346418783793793,-0.43431198369312435,-0.03391768292682927,43.79802955665025,0,10.35,Low
2025-05,Madhya Pradesh,627513,585326,42187,627513,627513,305106,0,322407,294877,0.0,0.4862146282228416,0.5137853717771584,1.0,0.03352605324051313,0.0,0.0,0.2848808608860785,0.0,13.874229638759838,0,13.52,Low
2025-05,Maharashtra,409156,397897,11259,374165,174066,208681,27844,172631,208335,0.06805228323671167,0.5100279599956985,0.42191975676758986,0.9319477167632884,0.0016580330744054323,0.0855199483815464,0.534788128232197,-0.0005084564516781369,0.0,35.33721136767318,0,13.57,Low
2025-05,Odisha,736172,701148,35024,578061,496949,481697,109839,144636,470899,0.1492029036692512,0.6543267062588635,0.19647039007188538,0.8507970963307488,0.022416581377920144,0.2147745363855186,0.14031737135008243,-0.7008884718558642,0.09404663485960736,20.018501070663813,0,12.31,Low
2025-05,Rajasthan,118375,113162,5213,76333,63849,51766,688,65921,51766,0.005812038014783527,0.4373051742344245,0.556882787750792,0.9941879619852165,0.0,0.3551594508975713,0.16354656570552709,0.41876710463958217,0.0,21.70349060222478,0,19.39,Low
2025-05,Tamil Nadu,34667,33119,1548,27582,16972,16568,5388,12711,16508,0.1554215824847838,0.477918481553062,0.36665993596215424,0.8445784175152162,0.0036214389183969096,0.20437303487466466,0.38467116235225873,-0.1721783738002682,0.0,21.38089089735313,0,16.19,Low
2025-05,Telangana,655249,651822,3427,231456,231456,231456,329367,94426,231456,0.5026592944056382,0.35323365621313424,0.1441070493812276,0.49734070559436183,0.0,0.6467663437868657,0.0,-0.8635601967626715,0.0,190.14644107351225,0,25.87,Low
2025-05,Tripura,200721,200557,164,153257,136437,131793,80,68848,128032,0.00039856317973704794,0.6565979643385595,0.3430034724817035,0.9996014368202629,0.028537175722534582,0.23646753453799055,0.10975028873069419,-0.24566943966433724,0.0,1215.4969696969697,0,12.7,Low
